JobID,Job Title,Salary Estimate,NumberofReviews,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,CompanyType,Industry,Sector,Revenue,Competitors,Easy Apply,No.OFApplicants
1097,Healthcare Data Analytics Analyst,$38K-$68K (Glassdoor est.),175,3.1,"AmeriHealth Caritas
3.1","Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Type 2,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",-1,679
1098,Certified Tumor Registrar/Data Analyst [CTR and experience required],$38K-$68K (Glassdoor est.),193,3.5,"Temple University Health System
3.5","Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,-1,Hospital,Type 4,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1,379
1099,Business Systems/Data Analyst [Remote],$38K-$68K (Glassdoor est.),129,-1,Wittij Consulting,"Philadelphia, PA","Smithfield, RI",1 to 50 employees,-1,Unknown,Type 4,-1,-1,Unknown / Non-Applicable,-1,-1,731
1100,CCB Risk - Fraud Risk Data Analyst - Associate,$38K-$68K (Glassdoor est.),106,3.9,"JPMorgan Chase & Co.
3.9","Wilmington, DE","New York, NY",10000+ employees,1799,Company - Public,Type 5,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,230
1101,Data Analyst,$38K-$68K (Glassdoor est.),172,5,"Staffigo Technical Services, LLC
5.0","Philadelphia, PA","Woodridge, IL",51 to 200 employees,2008,Company - Private,Type 1,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,112
1102,Analyst Data Intelligence (US),$38K-$68K (Glassdoor est.),89,2.4,"Avantor
2.4","Radnor, PA","Radnor, PA",10000+ employees,1904,Company - Public,Type 2,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"Thermo Fisher Scientific, MilliporeSigma, Merck KGaA",-1,163
1103,Healthcare Data Analytics Analyst,$38K-$68K (Glassdoor est.),147,-1,Amerihealth Caritas Health Plan,"Philadelphia, PA",-1,-1,-1,-1,Type 1,-1,-1,-1,-1,-1,536
1104,Data Analyst,$38K-$68K (Glassdoor est.),183,4.2,"Tandigm Health LLC
4.2","West Conshohocken, PA","West Conshohocken, PA",51 to 200 employees,2014,Company - Private,Type 4,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,273
1105,Clinical Data Analyst,$38K-$68K (Glassdoor est.),190,4.3,"University of Pennsylvania
4.3","Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Type 1,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,173
1106,Data Analyst - Contract - W2,$38K-$68K (Glassdoor est.),197,-1,Amplify Systems,"Malvern, PA","Salem, NH",1 to 50 employees,-1,Company - Public,Type 5,IT Services,Information Technology,Less than $1 million (USD),-1,-1,15
1107,Healthcare Data Analyst,$38K-$68K (Glassdoor est.),147,-1,DL Staffing Solutions,"Philadelphia, PA",-1,-1,-1,-1,Type 6,-1,-1,-1,-1,-1,416
1108,"Data Analyst, Value Based Payment (VBP)",$38K-$68K (Glassdoor est.),73,2.7,"Change Healthcare
2.7","King of Prussia, PA","Nashville, TN",10000+ employees,2007,Company - Public,Type 1,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,214
1109,Data Analyst - Digital Media,$38K-$68K (Glassdoor est.),54,4.6,"Bryn Mawr Communications LLC
4.6","Wayne, PA","Wayne, PA",1 to 50 employees,-1,Company - Private,Type 6,Publishing,Media,$1 to $5 million (USD),-1,-1,868
1110,Data Strategy Analyst,$38K-$68K (Glassdoor est.),58,3.9,"Mondo
3.9","Wilmington, DE","New York, NY",51 to 200 employees,2000,Company - Private,Type 3,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,470
1111,Business Data Analyst,$38K-$68K (Glassdoor est.),53,3.5,"Dextro Software Systems
3.5","Bensalem, PA","Princeton Junction, NJ",51 to 200 employees,1993,Company - Private,Type 4,IT Services,Information Technology,$10 to $25 million (USD),Vaptech,TRUE,801
1112,"Senior Data Analyst, Specialist",$38K-$68K (Glassdoor est.),139,3.2,"Vanguard
3.2","Malvern, PA","Malvern, PA",10000+ employees,1975,Company - Private,Type 2,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",-1,229
1113,Data Analyst/Architect,$38K-$68K (Glassdoor est.),189,2.7,"TechUSA
2.7","Philadelphia, PA","Millersville, MD",1001 to 5000 employees,1998,Company - Private,Type 4,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,427
1114,Sr Data Analyst,$38K-$68K (Glassdoor est.),194,3.9,"Mondo
3.9","Philadelphia, PA","New York, NY",51 to 200 employees,2000,Company - Private,Type 4,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,501
1115,Data Analyst - Contractor,$38K-$68K (Glassdoor est.),70,3.1,"ConnectiveRx
3.1","King of Prussia, PA","Whippany, NJ",1001 to 5000 employees,2015,Company - Private,Type 7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,595
1116,SQL Data Analyst,$38K-$68K (Glassdoor est.),199,4.5,"Piper Companies
4.5","Horsham, PA","Mc Lean, VA",201 to 500 employees,2011,Company - Private,Type 2,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,149
1117,Data Analyst/Records Management,$38K-$68K (Glassdoor est.),69,3.8,"Innovative Development, LLC
3.8","Exton, PA","Harleysville, PA",51 to 200 employees,1992,Company - Private,Type 9,Consulting,Business Services,$10 to $25 million (USD),-1,-1,183
1118,Senior Data Analyst,$38K-$68K (Glassdoor est.),79,3.2,"Philabundance
3.2","Philadelphia, PA","Philadelphia, PA",201 to 500 employees,-1,Nonprofit Organization,Type 6,Social Assistance,Non-Profit,Unknown / Non-Applicable,-1,-1,999
1119,Senior Data Analyst,$38K-$68K (Glassdoor est.),135,4.1,"Collabera
4.1","Philadelphia, PA","Basking Ridge, NJ",10000+ employees,1991,Company - Private,Type 9,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",-1,963
1120,Business / Data Analyst,$38K-$68K (Glassdoor est.),118,-1,Kforce Technology Staffing,"Wilmington, DE",-1,-1,-1,-1,Type 4,-1,-1,-1,-1,-1,42
1121,Data Analyst- Remote,$38K-$68K (Glassdoor est.),83,-1,FredBeans,"Doylestown, PA",-1,-1,-1,-1,Type 8,-1,-1,-1,-1,-1,535
1122,Data Governance Analyst,$38K-$68K (Glassdoor est.),82,3.5,"Genuent Global, LLC
3.5","Wayne, PA","Houston, TX",201 to 500 employees,2006,Company - Private,Type 5,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,639
1123,Senior Data Analyst,$37K-$44K (Glassdoor est.),178,4.3,"University of Pennsylvania
4.3","Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Type 7,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,761
1124,Data Analyst- Remote,$37K-$44K (Glassdoor est.),147,1.8,"Fred Beans Parts, Inc
1.8","Doylestown, PA","Doylestown, PA",51 to 200 employees,-1,Company - Private,Type 8,-1,-1,$50 to $100 million (USD),-1,-1,900
1125,Senior Healthcare Data Analyst - Multiple Positions,$37K-$44K (Glassdoor est.),171,3.7,"CHOP
3.7","Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,1855,Nonprofit Organization,Type 5,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1,341
1126,Data Analyst D,$37K-$44K (Glassdoor est.),62,4.3,"University of Pennsylvania
4.3","Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Type 5,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,231
1127,Data Analyst,$37K-$44K (Glassdoor est.),184,3.8,"Login Consulting Services, Inc
3.8","Allegheny West, PA","El Segundo, CA",51 to 200 employees,-1,Company - Private,Type 4,Consulting,Business Services,$5 to $10 million (USD),-1,-1,967
1128,Data Analyst,$37K-$44K (Glassdoor est.),133,4,"ORS Partners
4.0","Paoli, PA","Audubon, PA",51 to 200 employees,2012,Company - Private,Type 9,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,208
1129,Data Analyst- Remote,$37K-$44K (Glassdoor est.),137,3.9,"Fred Beans
3.9","Doylestown, PA","Doylestown, PA",1001 to 5000 employees,-1,Company - Private,Type 7,Vehicle Dealers,Retail,$1 to $2 billion (USD),-1,-1,99
1130,SQL Data Analyst,$37K-$44K (Glassdoor est.),159,3.9,"Zachary Piper Solutions, LLC
3.9","Horsham, PA","Mc Lean, VA",51 to 200 employees,2011,Company - Private,Type 8,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,-1,211
1131,Business/Data Analyst,$37K-$44K (Glassdoor est.),129,3.4,"Infinity Consulting Solutions
3.4","Wilmington, DE","New York, NY",501 to 1000 employees,2001,Company - Private,Type 9,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"The Judge Group, Addison Group, PageGroup",-1,138
1132,Data and Information Analyst,$37K-$44K (Glassdoor est.),109,2.4,"PMHCC, Inc.
2.4","Philadelphia, PA","Philadelphia, PA",501 to 1000 employees,1987,Nonprofit Organization,Type 3,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,276
1133,Data Analyst,$37K-$44K (Glassdoor est.),53,3.2,"Angeion Group
3.2","Chester Township, PA","Philadelphia, PA",1 to 50 employees,-1,Company - Private,Type 9,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,303
1134,Data Analyst,$37K-$44K (Glassdoor est.),167,3.8,"iTech Solutions, Inc
3.8","Conshohocken, PA","Farmington, CT",51 to 200 employees,1995,Company - Private,Type 1,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,300
1135,Data Analyst,$37K-$44K (Glassdoor est.),145,2.6,"AccessLex Institute
2.6","West Chester, PA","West Chester, PA",51 to 200 employees,-1,Nonprofit Organization,Type 9,Colleges & Universities,Education,Unknown / Non-Applicable,-1,-1,128
1136,Senior CX Data Analyst,$37K-$44K (Glassdoor est.),145,3.2,"Vanguard
3.2","Malvern, PA","Malvern, PA",10000+ employees,1975,Company - Private,Type 7,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",-1,58
1137,"Senior Data Management Analyst, Enterprise Data Management, OCDO",$37K-$44K (Glassdoor est.),146,3.9,"TD Bank
3.9","Mount Laurel, NJ","Toronto, Canada",10000+ employees,1855,Company - Public,Type 4,Banks & Credit Unions,Finance,$10+ billion (USD),"Chase, BB&T, SunTrust",-1,819
1138,Vertical Lift Data Exploitation Analyst,$37K-$44K (Glassdoor est.),77,3.7,"Boeing
3.7","Ridley Park, PA","Chicago, IL",10000+ employees,1916,Company - Public,Type 9,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Lockheed Martin, Northrop Grumman, Airbus",-1,75
1139,Data Governance Analyst,$37K-$44K (Glassdoor est.),122,4.7,"TeamSoft
4.7","Wayne, PA","Middleton, WI",201 to 500 employees,1996,Company - Private,Type 5,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,916
1140,Business Data Analyst,$37K-$44K (Glassdoor est.),58,4.2,"Freedom Mortgage
4.2","Mount Laurel, NJ","Mount Laurel, NJ",1001 to 5000 employees,1990,Company - Private,Type 6,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),-1,-1,501
1141,Business Analyst - Data Science & SQL,$37K-$44K (Glassdoor est.),195,3.5,"Computer Enterprises, Inc.
3.5","Philadelphia, PA","Pittsburgh, PA",501 to 1000 employees,1992,Company - Private,Type 7,IT Services,Information Technology,$50 to $100 million (USD),"TEKsystems, CGI, SDLC Partners",-1,882
1142,Lead Geophysical Data Analyst,$37K-$44K (Glassdoor est.),103,3.5,"Weston Solutions Inc.
3.5","West Chester, PA","West Chester, PA",1001 to 5000 employees,1957,Company - Private,Type 6,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),-1,-1,933
1143,Sales Data Analyst,$37K-$44K (Glassdoor est.),155,3.7,"McGrath Systems
3.7","Berwyn, PA","Blue Bell, PA",1 to 50 employees,2005,Company - Private,Type 3,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,594
1144,Data Analyst,$37K-$44K (Glassdoor est.),186,-1,DL Staffing Solutions,"Newtown, PA",-1,-1,-1,-1,Type 7,-1,-1,-1,-1,-1,665
1145,Business Analyst/Data Domain Expert,$37K-$44K (Glassdoor est.),89,3.2,"Numeric, LLC
3.2","Philadelphia, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Type 8,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,TRUE,910
1146,Junior Data Analyst - SQL Programmer,$37K-$44K (Glassdoor est.),144,2.7,"TechUSA
2.7","Philadelphia, PA","Millersville, MD",1001 to 5000 employees,1998,Company - Private,Type 3,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,405
1147,Data Analyst,$37K-$44K (Glassdoor est.),65,4.5,"Piper Companies
4.5","Horsham, PA","Mc Lean, VA",201 to 500 employees,2011,Company - Private,Type 9,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,48
1148,Business / Data Analyst,$37K-$44K (Glassdoor est.),67,4.1,"Kforce
4.1","Wilmington, DE","Tampa, FL",10000+ employees,1966,Company - Public,Type 2,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,114
1149,"Business Analyst with Data domain,media",$37K-$44K (Glassdoor est.),168,-1,LiveMindz,"Philadelphia, PA","Dallas, TX",51 to 200 employees,-1,Company - Private,Type 4,-1,-1,Unknown / Non-Applicable,-1,-1,147
1150,Data Analyst,$37K-$44K (Glassdoor est.),85,3.9,"Zachary Piper Solutions, LLC
3.9","Horsham, PA","Mc Lean, VA",51 to 200 employees,2011,Company - Private,Type 1,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,-1,675
1151,Senior Data Analyst,$37K-$44K (Glassdoor est.),119,3.6,"A2C Consulting
3.6","Philadelphia, PA","Philadelphia, PA",1 to 50 employees,1994,Company - Private,Type 8,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,332
1152,Senior Healthcare Data Analyst - Cost and Utilization Analysis,$64K-$113K (Glassdoor est.),171,3.6,"Community Behavioral Health
3.6","Philadelphia, PA","Phila, PA",201 to 500 employees,1994,Company - Private,Type 3,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1,837
1153,Pharmaceutical Customer Data Analyst,$64K-$113K (Glassdoor est.),105,4.1,"APN Software Services Inc.
4.1","Plymouth Meeting, PA","Newark, CA",51 to 200 employees,-1,Company - Private,Type 9,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1,171
1154,Data Analyst,$64K-$113K (Glassdoor est.),196,4.4,"Contemporary Staffing Solutions
4.4","Philadelphia, PA","Mount Laurel, NJ",1001 to 5000 employees,1994,Company - Private,Type 8,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"PathFinder Staffing, Juno Search Partners, Robert Half",-1,906
1155,Senior Data Analyst,$64K-$113K (Glassdoor est.),62,3.5,"The Judge Group
3.5","Wayne, PA","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Type 5,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1,258
1156,Program Manager / Business Data Analyst,$64K-$113K (Glassdoor est.),196,2.3,"Versant Health
2.3","Newtown Square, PA","Linthicum, MD",1001 to 5000 employees,-1,Company - Private,Type 1,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,-1,613
1157,DBA / Data Analyst,$64K-$113K (Glassdoor est.),104,4.2,"Micro-Data Systems Inc.
4.2","Philadelphia, PA","Holmdel, NJ",51 to 200 employees,1992,Company - Private,Type 3,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,104
1158,Analyst - Data Intelligence (US),$64K-$113K (Glassdoor est.),93,2.4,"Avantor
2.4","Wayne, PA","Radnor, PA",10000+ employees,1904,Company - Public,Type 5,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"Thermo Fisher Scientific, MilliporeSigma, Merck KGaA",-1,781
1159,"Data Analyst (Philadelphia, PA)",$64K-$113K (Glassdoor est.),56,3.7,"Tetra Tech
3.7","Philadelphia, PA","Pasadena, CA",10000+ employees,1966,Company - Public,Type 4,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),-1,-1,404
1160,Data & Systems Analyst,$64K-$113K (Glassdoor est.),51,4.2,"Freedom Mortgage
4.2","Mount Laurel, NJ","Mount Laurel, NJ",1001 to 5000 employees,1990,Company - Private,Type 6,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),-1,-1,314
1161,Business Analyst - Data and Analytics,$64K-$113K (Glassdoor est.),136,2.7,"Eastern Airlines LLC
2.7","Wayne, PA","Miami, FL",1 to 50 employees,-1,Company - Private,Type 2,-1,-1,$5 to $10 million (USD),-1,-1,786
1162,Lead Data Analyst,$64K-$113K (Glassdoor est.),101,4.3,"NextGen Global Resources LLC
4.3","Philadelphia, PA","San Diego, CA",501 to 1000 employees,2009,Subsidiary or Business Segment,Type 9,"Cable, Internet & Telephone Providers",Telecommunications,$100 to $500 million (USD),"Aerotek, Kforce, Glotel",-1,734
1163,Senior Data Analyst - Client Experience,$64K-$113K (Glassdoor est.),192,3.2,"Vanguard
3.2","Malvern, PA","Malvern, PA",10000+ employees,1975,Company - Private,Type 8,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",-1,157
1164,Data Analyst and Report Writer,$64K-$113K (Glassdoor est.),52,3.5,"The Judge Group
3.5","Boothwyn, PA","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Type 1,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1,228
1165,Payment Integrity Data Analyst,$64K-$113K (Glassdoor est.),70,3.7,"amerihealth
3.7","Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1997,Subsidiary or Business Segment,Type 6,Insurance Carriers,Insurance,$25 to $50 million (USD),-1,-1,387
1166,Lead Data Analyst,$64K-$113K (Glassdoor est.),161,3.9,"GSK
3.9","Philadelphia, PA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Type 1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",-1,94
1167,Data Analyst-(analytics),$64K-$113K (Glassdoor est.),163,3.6,"A2C Consulting
3.6","Philadelphia, PA","Philadelphia, PA",1 to 50 employees,1994,Company - Private,Type 1,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,118
1168,Pharmaceutical Data Analyst – Analytics,$64K-$113K (Glassdoor est.),117,-1,ConcertAI,"King of Prussia, PA",-1,-1,-1,-1,Type 3,-1,-1,-1,-1,-1,817
1169,Patient Recruitment Data Analyst (ArcGIS),$64K-$113K (Glassdoor est.),82,-1,Pharmica Consulting,"Norristown, PA","Sparta, NJ",Unknown,-1,Company - Private,Type 1,-1,-1,Unknown / Non-Applicable,-1,-1,931
1170,Virology Data Analysts,$64K-$113K (Glassdoor est.),150,3.4,"Eurofins
3.4","West Point, PA","Luxembourg, Luxembourg",10000+ employees,1987,Company - Private,Type 6,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1,-1,102
1171,Biochemist Data Analyst,$64K-$113K (Glassdoor est.),66,3.4,"Eurofins
3.4","West Point, PA","Luxembourg, Luxembourg",10000+ employees,1987,Company - Private,Type 5,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1,-1,145
1172,Data Governance Analyst,$64K-$113K (Glassdoor est.),156,4.2,"Freedom Mortgage
4.2","Marlton, NJ","Mount Laurel, NJ",1001 to 5000 employees,1990,Company - Private,Type 7,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),-1,-1,552
1173,Senior Healthcare Data Analyst,$64K-$113K (Glassdoor est.),133,5,"Cambridge Advisory Group
5.0","King of Prussia, PA","King of Prussia, PA",1 to 50 employees,-1,Company - Private,Type 5,Consulting,Business Services,$1 to $5 million (USD),-1,-1,725
